,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract,year,authors,first_author,second_author,number_of_authors,study
10,40665533,2025 Oct,2025 Jul 15,J Sports Sci,"['Lo CS', 'Chen KC', 'Shih JC', 'Cheng B', 'Chao WC']",Chao WC,Integrating psychological and physical assessments to obtain optimal return-to-sport outcomes after ACL reconstruction: A systematic review and network meta-analysis.,43,20,2404-2417,['English'],8405364,0264-0414,1466-447X,"['Journal Article', 'Network Meta-Analysis', 'Systematic Review']",PubMed - indexed for MEDLINE,ppublish+epublish,"['40665533', '10.1080/02640414.2025.2534224']",10.1080/02640414.2025.2534224,"['2025/09/24 06:29', '2025/07/16 06:25', '2025/07/16 00:53']",[],1,0,Journal of sports sciences,doi: 10.1080/02640414.2025.2534224,2025 Oct;43(20):2404-2417,"This study evaluated the relative effectiveness of using different return-to-sport (RTS) assessments to improve clinical decision-making following anterior cruciate ligament reconstruction (ACLR), focusing on physical, psychological, and subjective measures. A network meta-analysis of 12 studies (1889 participants) assessed various RTS criteria, including the Anterior Cruciate Ligament-Return to Sport after Injury (ACL-RSI) scale (psychological readiness), the International Knee Documentation Committee (IKDC) questionnaire (subjective knee function), hop test (physical function), and limb symmetry indices (LSI) for extension (EXT-LSI) and flexion (FLEX-LSI). The primary outcome was the effectiveness of these criteria in predicting successful RTS, and the secondary outcomes included dropout rates and inconsistencies in the data. The ACL-RSI scale was most effective for predicting RTS success (effect size: 1.55; 95% CI: 1.24 to 1.87). Physical tests like the hop test and LSI were moderately effective, with FLEX-LSI being the least effective. There were no significant differences in dropout rates across the RTS criteria. Sensitivity analyses confirmed the stability of these results. Findings highlight the critical role of psychological readiness in RTS outcomes. Clinicians are encouraged to adopt a multi-dimentional approach, integrating both psychological and physical assessments, to improve decision-making and reduce the risk of re-injury after ACLR.",2025,"Lo CS, Chen KC, Shih JC, Cheng B, Chao WC",Lo,Chen,5,"Lo et al., 2025"
11,40615833,2025 Jul 4,2025 Jul 4,BMC Musculoskelet Disord,"['Zhong Z', 'Guo W', 'Gu Q', 'Pang T', 'Li L', 'Hao A']",Hao A,The impact of exercise therapy on rehabilitation outcomes after anterior cruciate ligament reconstruction: a network meta-analysis.,26,1,632,['English'],100968565,,1471-2474,"['Journal Article', 'Network Meta-Analysis']",PubMed - indexed for MEDLINE,epublish,"['40615833', 'PMC12231672', 'pmc-id: PMC12231672;', '10.1186/s12891-025-08876-6', '10.1186/s12891-025-08876-6']",10.1186/s12891-025-08876-6,"['2024/12/01 00:00', '2025/06/09 00:00', '2025/07/05 20:45', '2025/07/05 00:28', '2025/07/04 23:38', '2025/07/04 00:00']",[],1,88,BMC musculoskeletal disorders,doi: 10.1186/s12891-025-08876-6,2025 Jul 4;26(1):632,"BACKGROUND: Injuries to the anterior cruciate ligament (ACL) often result in postoperative declines in muscle strength and functional deficits, which increase the risk of secondary injuries. Exercise therapy is widely regarded as the cornerstone of postoperative rehabilitation; however, substantial variation exists in the reported efficacy of different rehabilitation modalities. METHODS: A comprehensive search was conducted across several databases, including Wanfang, VIP, CNKI, PubMed, Web of Science, Embase, The Cochrane Library, and EBSCO, to identify randomized controlled trials (RCTs) examining the effects of exercise on quadriceps strength, hamstring strength, and knee function following ACL reconstruction. The search included studies published from the inception of these databases up until October 2024. Two independent researchers screened the studies, extracted data, and assessed the risk of bias. Data were analyzed using network meta-analysis in Stata 17.0. RESULTS: A total of 38 RCTs were included, with 31 studies evaluating quadriceps strength, 18 assessing hamstring strength, and 19 focusing on knee joint function. The network meta-analysis revealed that both whole-body vibration training (WBVT) and water rehabilitation training (WR) significantly improved quadriceps strength, with effect sizes of (SMD = 1.66, 95% CI: 0.44, 2.87, P < 0.05) for both, although the evidence quality was low. The SUCRA rankings indicated WR as the most effective intervention for improving quadriceps strength (SUCRA = 83.6). WR demonstrated the greatest effect on hamstring strength (SMD = 2.05, 95% CI: 0.32, 3.79, P < 0.01), with moderate-quality evidence. In contrast, WBVT did not have a significant effect on knee joint strength recovery (SMD = 0.96, 95% CI: -0.37, 2.28, P > 0.05), with very low-quality evidence. CONCLUSION: WR shows superior efficacy in restoring quadriceps and hamstring strength, whereas WBVT has limited benefits for knee joint recovery. Given the variability in evidence quality, clinicians should interpret these findings with caution and prioritize WR as the optimal intervention for recovery following ACL reconstruction. Further high-quality trials are needed to strengthen these conclusions.",2025,"Zhong Z, Guo W, Gu Q, Pang T, Li L, Hao A",Zhong,Guo,6,"Zhong et al., 2025"
12,39995993,2025,2025 Feb 21,PeerJ,"['Chen Y', 'Tulhongjiang M', 'Ling T', 'Feng X', 'Mi J', 'Liu R']",Liu R,The optimal training intervention for improving the change of direction performance of adolescent team-sport athletes: a systematic review and network meta-analysis.,13,,e18971,['English'],101603425,,2167-8359,"['Journal Article', 'Systematic Review', 'Network Meta-Analysis']",PubMed - indexed for MEDLINE,,"['39995993', 'PMC11849509', 'pmc-id: PMC11849509;', '10.7717/peerj.18971', '18971']",10.7717/peerj.18971,"['2024/10/25 00:00', '2025/01/21 00:00', '2025/02/25 06:22', '2025/02/25 06:21', '2025/02/25 04:43', '2025/02/21 00:00']",[],1,113,PeerJ,doi: 10.7717/peerj.18971,2025;13:e18971,"BACKGROUND: Due to the influence of growth, adolescent team-sport athletes have the need to improve their change of direction (COD) performance and reduce the risk of anterior cruciate ligament (ACL) injuries during COD. However, the optimal intervention for improving COD performance has not yet been determined. OBJECTIVE: To quantitatively assess the effects of diverse training interventions on COD performance. METHODS: A systematic search of five databases was conducted, adhering to the PRISMA guidelines. Randomized controlled trials that examined 10 distinct training interventions for COD performance in adolescent team-sport athletes were emphasized. Effect sizes were represented as standardized mean differences (SMD) with 95% credible intervals (CI). The Cochrane study risk assessment tool evaluated the risk of bias in the selected studies. RESULTS: Of the 36 studies analyzed, involving 1,125 participants. Eccentric overload training (EOT) (SMD = -2.06, 95% CI [-2.83 to -1.29]) emerged as the most effective training method for overall COD performance. Subgroup analysis shows that combined training (COM) (SMD = -2.14, 95% CI [-3.54 to -0.74]) was the best training intervention for COD performance with angles less than 90 degrees . EOT (SMD = -2.84, 95% CI [-4.62 to -1.07]) also was two best training intervention for COD performance with angles greater than 90 degrees . CONCLUSIONS: The choice of training intervention should be determined based on the COD angle. When the COD angle exceeds 90 degrees  or is not restricted, EOT is the optimal intervention; however, this is not the case for angles below 90 degrees . Further high-quality studies are needed in the future to validate these findings. Systematic review registration: PROSPERO CRD42024501819.",2025,"Chen Y, Tulhongjiang M, Ling T, Feng X, Mi J, Liu R",Chen,Tulhongjiang,6,"Chen et al., 2025"
13,39846421,2025 Feb,,J Orthop Sports Phys Ther,"['Wang D', 'Valtonen AM', 'Thiel T', 'Stenroth L', 'Gao Y', 'Kulmala JP']",Kulmala JP,Effects of Exercise-Based ACL Injury Prevention Interventions on Knee Motion in Athletes: A Systematic Review and Bayesian Network Meta-Analysis.,55,2,123-136,['English'],7908150,0190-6011,1938-1344,"['Journal Article', 'Network Meta-Analysis', 'Systematic Review', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['39846421', '10.2519/jospt.2024.12720']",10.2519/jospt.2024.12720,"['2025/01/23 12:36', '2025/01/23 12:35', '2025/01/23 07:13']",[],1,0,The Journal of orthopaedic and sports physical therapy,doi: 10.2519/jospt.2024.12720,2025 Feb;55(2):123-136,"OBJECTIVE: To compare the effectiveness of injury prevention programs (IPPs) for improving high-risk knee motion patterns in the context of reducing the risk of noncontact anterior cruciate ligament injury. DESIGN: Systematic review with Bayesian network meta-analysis. DATA SOURCES: PubMed, Embase, Web of Science, Cochrane Library, and the Cumulative Index to Nursing and Allied Health Literature were searched until September 10, 2023. ELIGIBILITY CRITERIA: We included randomized controlled trials involving athletes without prior anterior cruciate ligament injury. The trials had to provide data on peak knee flexion and valgus angles, obtained from 2-leg drop vertical jump, single-leg drop vertical jump, or side-step cutting test. RESULTS: The network meta-analysis synthesized data from 22 randomized controlled trials involving 878 participants, evaluating 12 different IPPs. Results of meta-analyses indicated that, in jumping tests, the external focus instructions (mean difference [MD] = 26; credible interval [CrI] = 7.5, 44; surface under the cumulative ranking curve [SUCRA] = 0.94) and internal focus of attention (MD = 19; CrI = 0.19, 37; SUCRA = 0.81) was effective for increasing peak knee flexion, and core stability training ranked first for reducing knee valgus (MD = -4.40; CrI = -7.7, -1.1; SUCRA = 0.96). None of the IPPs revealed statistically significant effects for the cutting test. CONCLUSION: The external focus instructions and internal focus of attention increased knee flexion, while core stability exercise reduced knee valgus in jumping tests. Intervention effects were inconsistent for cutting tests. J Orthop Sports Phys Ther 2025;55(2):1-14. Epub 20 December 2024. doi:10.2519/jospt.2024.12720.",2025,"Wang D, Valtonen AM, Thiel T, Stenroth L, Gao Y, Kulmala JP",Wang,Valtonen,6,"Wang et al., 2025"
14,39207624,2025 Aug,2024 Aug 29,Cardiovasc Drugs Ther,"['Ou Z', 'Wang F', 'Chen Y', 'Liu X', 'Ran B', 'Yin Y', 'Cui K']",Cui K,Comparative Efficacy of Colchicine and Intensive Low-density Lipoprotein Cholesterol Lowering in Patients with Atherosclerotic Diseases receiving Statins: A Network Meta-analysis of Randomized Controlled Trials.,39,4,811-822,['English'],8712220,0920-3206,1573-7241,"['Comparative Study', 'Journal Article', 'Network Meta-Analysis', 'Systematic Review']",PubMed - indexed for MEDLINE,ppublish+epublish,"['39207624', '10.1007/s10557-024-07622-9', '10.1007/s10557-024-07622-9']",10.1007/s10557-024-07622-9,"['2024/08/19 00:00', '2025/07/29 18:32', '2024/08/31 09:44', '2024/08/29 11:19']",[],1,0,Cardiovascular drugs and therapy,doi: 10.1007/s10557-024-07622-9,2025 Aug;39(4):811-822,"AIMS: Adding intensive low-density lipoprotein cholesterol (LDL-C)-lowering agents or colchicine to statin has been shown to result in additional cardiovascular benefits for patients with atherosclerotic cardiovascular diseases (ASCVD). We aimed to compare the efficacy and safety of these supplementary agents in patients with ASCVD receiving statin. METHODS: We performed a systematic review and frequentist network meta-analysis of randomized controlled trials. The primary efficacy endpoint was the main adverse cardiovascular event (MACE), and the secondary efficacy endpoints were myocardial infarct, stroke, coronary revascularization, cardiovascular death, and all-cause mortality, respectively. The safety endpoints were treatment discontinuation and non-cardiovascular death. We obtained estimates for efficacy outcomes and safety endpoints and presented these estimates as risk ratio (RR) with 95% confidence intervals. We ranked the comparative efficacy and safety of all drugs with P-scores. RESULTS: Seventeen trials totaling 85,823 participants treated with colchicine (5926 participants), intensive LDL-C lowering (37,854 participants) via proprotein convertase subtilisin/kexin type 9 (PCSK9) inhibitor, Niemann-Pick C1-like 1 protein (NPC1L1) inhibitor or ATP citrate lyase (ACL) inhibitor, or statin alone (42,043 participants) were included. Colchicine was associated with a greater reduction in the risk of MACE (RR 0.72, 0.69-0.91), stroke (RR 0.55, 0.33-0.92), and coronary revascularization (RR 0.73, 0.60-0.90) compared with NPC1L1 inhibitor, and it provided a larger reduction in the risk of MACE (RR 0.79, 0.69-0.91) compared to PCSK9 inhibitor. However, colchicine was associated with increased risk of non-cardiovascular death compared with NPC1L1 inhibitor (RR 1.48, 1.04-2.10) and PCSK9 inhibitor (RR 1.57, 1.08-2.27). Although no regimen prolonged survival, colchicine had worse performance on non-cardiovascular death and all-cause mortality. CONCLUSIONS: In patients with ASCVD receiving statin, colchicine seems to be more effective than intensive LDL-C-lowering therapy with PCSK9 inhibitor or NPC1L1 inhibitor for cardiovascular prevention. However, using colchicine as an alternative to intensive LDL-C-lowering therapy may need to be weighed against the cardiovascular benefits and the potential harms of higher non-cardiovascular death. TRIAL REGISTRATION: PROSPERO Identifier: CRD42023441385.",2025,"Ou Z, Wang F, Chen Y, Liu X, Ran B, Yin Y, Cui K",Ou,Wang,7,"Ou et al., 2025"
15,39126286,2025 Mar,2024 Aug 10,Knee Surg Sports Traumatol Arthrosc,"['Malesa K', 'Tramś E', 'Kuliński K', 'Kamiński R']",Kamiński R,The effectiveness of quadrupled semitendinosus graft technique in anterior cruciate ligament reconstruction: A network meta-analysis assessing various graft preparation techniques.,33,3,907-925,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Systematic Review', 'Network Meta-Analysis']",PubMed - indexed for MEDLINE,ppublish+epublish,"['39126286', '10.1002/ksa.12421']",10.1002/ksa.12421,"['2024/07/24 00:00', '2024/03/29 00:00', '2024/07/26 00:00', '2025/02/24 12:27', '2024/08/10 15:45', '2024/08/10 05:53']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1002/ksa.12421,2025 Mar;33(3):907-925,"PURPOSE: This study aims to perform a network meta-analysis of hamstring graft preparation techniques to enhance anterior cruciate ligament (ACL) reconstruction guidelines and inform clinical decision-making in patients with primary ACL rupture. METHODS: A review of the literature, from 1 January 1990, to 31 August 2023, was conducted following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines, focusing on the clinical outcomes of various hamstring graft preparation techniques. Forty-six studies (over 4800 knees) were analysed. Eight graft compositions: doubled hamstring (ST/G)-1978 grafts, doubled hamstring with augmentation (ST/G+A)-586 grafts, tripled semitendinosus (3ST)-124 grafts, quadrupled semitendinosus (4ST)-1273 grafts, five-strand tripled semitendinosus + doubled gracilis (3ST/2GR-839 grafts, six-strand tripled semitendinosus + tripled gracilis (3ST/3GR)-335 grafts, seven-strand quadrupled semitendinosus + tripled gracilis (4ST/3GR)-11 grafts and >/=eight strands-24 grafts were compared, considering graft sizes, laxity, muscle strength, range-of-motion, patient-reported outcome measures (PROMs), return to sport (RTS) and adverse events. RESULTS: The 4ST grafts fared better than the ST/G grafts in the International Knee Documentation Committee (IKDC), Knee Injury and Osteoarthritis Outcome Score (KOOS) Sport, KOOS Q and RTS (mean difference [MD], -1.69; p = 0.0159; MD, -1.55; p = 0.0325; MD, -1.93; p = 0.001; odds ratio: 3.13; p < 0.0001). The IKDC differed significantly between the 4ST and ST/G+A groups (MD, 1.88; p = 0.046). The ST/G+A resulted in the lowest knee laxity, surpassing the ST/G, 3ST and 4ST. The ST/G had the smallest diameter (ST/G vs. ST/G+A: MD, 1.26; 95% confidence interval [CI]: 0.67-1.86, p < 0.0001). Reduced failure rates were noted with the 3ST/2GR (3ST/2GR vs. ST/G: MD, 6.93; p = 0.009) and 3ST/3GR (3ST/3GR vs. ST/G: MD, 53.64; p = 0.006). CONCLUSION: The ideal hamstring graft for ACLR should be individualized. A 4ST graft is likely to yield good PROMs. For high stability and rapid RTS, adding augmentation to the graft is advisable. The ST/G is the thinnest graft possible. LEVEL OF EVIDENCE: Network meta-analysis of level I-III studies.",2025,"Malesa K, Tramś E, Kuliński K, Kamiński R",Malesa,Tramś,4,"Malesa et al., 2025"
16,38553073,2024 Mar 29,2024 Mar 29,BMJ Open,"['He Y', 'Fan Y', 'Zhai L', 'Zhu W']",Zhu W,Comparative efficacy and safety of different surgical approaches for the treatment of anterior cruciate ligament injury: a Bayesian network meta-analysis protocol.,14,3,e077242,['English'],101552874,,2044-6055,"['Journal Article', 'Comparative Study', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,epublish,"['38553073', 'PMC10982744', 'pmc-id: PMC10982744;', '10.1136/bmjopen-2023-077242', 'bmjopen-2023-077242']",10.1136/bmjopen-2023-077242,"['2024/04/01 06:43', '2024/03/30 11:44', '2024/03/29 21:53', '2024/03/29 00:00']",[],1,37,BMJ open,doi: 10.1136/bmjopen-2023-077242,2024 Mar 29;14(3):e077242,"INTRODUCTION: Anterior cruciate ligament (ACL) rupture can be treated surgically or non-surgically, with several surgical interventions available at present. However, the comparatively effective surgical intervention with relatively fewer side effects remains unknown. This study aims to fill in this gap by conducting a Bayesian network meta-analysis (NMA) and provide a theoretical basis for the clinical application. METHOD AND ANALYSIS: We will perform a Bayesian NMA and will include randomised controlled trials (RCTs) published in English or Chinese that compare surgical intervention (ie, standard ACL reconstruction, ACL remnant-preserving reconstruction and ACL repair with suture augmentation to conservative therapy or studies that compare one surgical intervention to another for the symptom relief and function recovery of patients with ACL rupture. Primary outcome will be the proportion of patients with symptomatic and functional improvement measured by the Knee Injury and Osteoarthritis Outcome Score before and 6 months after treatment, with scores ranging from 0 (worst) to 100 (best). Secondary outcomes will be knee-specific quality of life (ACL QoL), return to activity and level of sport participation (Tegner or modified Tegner score), health-related QoL (EuroQol Group 5-Dimension 5-Level, EQ-5D-5L), resource use, intervention-related complications and patient satisfaction. We have developed search strategies for PubMed, Embase, the Cochrane Library and Web of Science, retrieving RCTs that meet the inclusion criteria from database inception to 1 December 2023. The methodological quality of the included RCTs will be assessed based on the Cochrane risk of bias table. The relative ranking probability of the best intervention will be estimated using the surface under the cumulative ranking curve. The Bayesian NMA will be conducted by using WinBUGS V.1.4.3. The Grading of Recommendations Assessment, Development and Evaluation approach will be applied to determine our confidence in an overall treatment ranking from the NMA. ETHICS AND DISSEMINATION: Ethical approval for this study is not required because no private or confidential patient data will be used in this study. Findings of this study would be disseminated through the publication in a peer-reviewed medical journal. PROSPERO REGISTRATION NUMBER: CRD42023437115.",2024,"He Y, Fan Y, Zhai L, Zhu W",He,Fan,4,"He et al., 2024"
17,38395699,2024 Apr,2024 Feb 7,J Sci Med Sport,"['Magaña-Ramírez M', 'Gallardo-Gómez D', 'Álvarez-Barbosa F', 'Corral-Pernía JA']",Corral-Pernía JA,What exercise programme is the most appropriate to mitigate anterior cruciate ligament injury risk in football (soccer) players? A systematic review and network meta-analysis.,27,4,234-242,['English'],9812598,,1878-1861,"['Systematic Review', 'Journal Article', 'Network Meta-Analysis']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38395699', '10.1016/j.jsams.2024.02.001', 'S1440-2440(24)00049-5']",10.1016/j.jsams.2024.02.001,"['2023/02/13 00:00', '2023/12/29 00:00', '2024/02/02 00:00', '2024/04/15 06:44', '2024/02/24 11:42', '2024/02/23 21:56']",[],1,0,Journal of science and medicine in sport,doi: 10.1016/j.jsams.2024.02.001,2024 Apr;27(4):234-242,"OBJECTIVES: To examine the effectiveness of different exercise-based interventions to mitigate the risk of anterior cruciate ligament injury in football players, and to determine which is the most appropriate for them, specifically for female football players. DESIGN: Four databases were accessed in July 2023 using the keywords football, soccer, athletic injuries, anterior cruciate ligament, knee injuries, injury prevention, exercise-based programme, and risk factor. METHODS: Randomised controlled trials that evaluated any exercise-based injury prevention intervention compared with a control group on the prevention of anterior cruciate ligament injury in football players were included. RESULTS: Eleven studies were included. Data were presented as logarithm hazard ratio, credible intervals and standard deviation. FIFA 11+ was the most effective in reducing anterior cruciate ligament injury risk in football players (logarithm hazard ratio = -1.23 [95% credible intervals: -2.20, -0.35]; SD = 0.47), followed by the Knakontroll programme (logarithm hazard ratio = -0.76 [95% credible intervals: -1.60, -0.03]; standard deviation = 0.42). For females, only Knakontroll had a significant impact on reducing the risk of anterior cruciate ligament injury (logarithm hazard ratio = -0.62 [95% credible intervals: -1.71, 0.62]; standard deviation = 0.58). CONCLUSIONS: Our results support the use of FIFA 11+ and Knakontroll to mitigate injury incidence at overall level. However, the effectiveness of these interventions changed when adjusting for females. Knakontroll is postulated as the programme with the greatest preventive nature, although these results should be interpreted with caution due to the lack of the sample.",2024,"Magaña-Ramírez M, Gallardo-Gómez D, Álvarez-Barbosa F, Corral-Pernía JA",Magaña-Ramírez,Gallardo-Gómez,4,"Magaña-Ramírez et al., 2024"
18,37981383,2023 Dec,,Arthroscopy,"['Jiang W', 'Yao Y']",Yao Y,"Regarding ""Femoral Nerve Block and Local Instillation Analgesia Associated With More Reliable Efficacy in Regional Anesthesia Interventions Within 24 Hours Following Anterior Cruciate Ligament Reconstruction: A Network Meta-analysis"".",39,12,2403-2404,['English'],8506498,0749-8063,1526-3231,"['Letter', 'Comment', 'Network Meta-Analysis']",PubMed - indexed for MEDLINE,ppublish,"['37981383', '10.1016/j.arthro.2023.08.014', 'S0749-8063(23)00668-0']",10.1016/j.arthro.2023.08.014,"['2023/06/11 00:00', '2023/08/15 00:00', '2023/11/21 06:42', '2023/11/20 00:43', '2023/11/19 21:04']",['Arthroscopy. 2023 May;39(5):1273-1295. doi: 10.1016/j.arthro.2022.12.014. PMID: 36708747'],0,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2023.08.014,2023 Dec;39(12):2403-2404,,2023,"Jiang W, Yao Y",Jiang,Yao,2,"Jiang & Yao, 2023"
19,37435014,2023 Jul,2023 Jul 10,Cureus,"['Marin F', 'Soto J', 'Barahona M', 'Negrin R']",Negrin R,Searching for the Best Treatment for Ramp Lesions: A Systematic Review and Network Meta-Analysis.,15,7,e41651,['English'],101596737,2168-8184,2168-8184,"['Journal Article', 'Review']",PubMed,,"['37435014', 'PMC10332486', 'pmc-id: PMC10332486;', '10.7759/cureus.41651']",10.7759/cureus.41651,"['2023/07/10 00:00', '2023/07/12 06:43', '2023/07/12 06:42', '2023/07/12 03:51', '2023/07/10 00:00']",[],1,35,Cureus,doi: 10.7759/cureus.41651,2023 Jul;15(7):e41651,"Ramp lesions are a common occurrence in patients with anterior cruciate ligament (ACL) tears. These lesions can be difficult to diagnose due to their concealed nature, and their treatment is crucial due to the stabilizing function of the medial meniscocapsular region. The optimal treatment option for ramp lesions varies depending on the size and stability of the lesion. The purpose of this study was to evaluate the best treatment option for ramp lesions based on the stability of the lesion, including no treatment, biological treatment, and arthroscopic repair. We hypothesize that stable lesions have a favorable prognosis with techniques that do not require the use of meniscal sutures. In contrast, unstable lesions require appropriate fixation, either through an anterior or posteromedial portal. This study is a systematic review and meta-analysis with a level of evidence IV. The study used Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines for a systematic review of clinical studies reporting outcomes of ramp lesion treatment. The PubMed/MEDLINE database was searched using Mesh and non-Mesh terms related to ramp lesions, medial meniscus ramp lesions, and meniscocapsular injuries. The inclusion criteria encompassed clinical studies in English or Spanish that reported the treatment of ramp meniscal lesions, with a follow-up of at least six months and inclusion of functional results, clinical stability tests, radiological evaluation, or arthroscopic second look. The analysis included 13 studies with 1614 patients. Five studies distinguished between stable and unstable ramp lesions using different criteria (displacement or size) for assessment. Of the stable lesions, 90 cases received no treatment, 64 cases were treated biologically (debridement, edge-curettage, or trephination), and 728 lesions were repaired. There were 221 repaired unstable lesions. All different methods of repair were registered. In stable lesions, three studies were included in a network meta-analysis. The best-estimated treatment for stable lesions was biological (SUCRA 0.9), followed by repair (SUCRA 0.6), and no treatment (SUCRA 0). In unstable lesions, seven studies using International Knee Documentation Committee Subjective Knee Form (IKDC) and 10 studies using Lysholm for functional outcomes showed significant improvement from preoperative to postoperative scores after repair, with no differences between repairing methods. We recommend simplifying the classification of ramp lesions as stable or unstable to determine treatment. Biological treatment is preferred for stable lesions rather than leaving them in situ. Unstable lesions, on the other hand, require repair, which has been associated with excellent functional outcomes and healing rates.",2023,"Marin F, Soto J, Barahona M, Negrin R",Marin,Soto,4,"Marin et al., 2023"
20,37147079,2023 Jun,,Arthroscopy,['Schwartzberg R'],Schwartzberg R,Editorial Commentary: Anteromedial Portal Drilling of the ACL Femoral Socket Avoids Transtibial Constraint Results in Anatomic Reconstruction and Superior Outcomes.,39,6,1526-1528,['English'],8506498,0749-8063,1526-3231,"['Editorial', 'Comment']",PubMed - indexed for MEDLINE,ppublish,"['37147079', '10.1016/j.arthro.2022.12.023', 'S0749-8063(22)00862-3']",10.1016/j.arthro.2022.12.023,"['2022/12/17 00:00', '2022/12/19 00:00', '2023/05/08 06:41', '2023/05/06 09:42', '2023/05/05 20:56']",['Arthroscopy. 2023 Jun;39(6):1515-1525. doi: 10.1016/j.arthro.2022.11.026. PMID: 36577618'],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2022.12.023,2023 Jun;39(6):1526-1528,"Femoral and tibial tunnel locations for ACL grafts should be predicated on anatomy. Regarding femoral ACL socket or tunnel creation, multiple techniques have been debated. Network meta-analysis shows that the anteromedial portal (AMP) technique results in better anteroposterior and rotational stability than does the ""standard"" constrained, transtibial technique based on side-to-side differences in laxity and pivot-shift tests, as well as IKDC objective scores. The AMP provides a direct shot at the anatomic ACL origin on the femur. It avoids the osseous constraint of the reamer that hampers transtibial approaches. It avoids the extra incision required by the outside-in technique and the accompanying graft obliquity. Despite the need for knee hyperflexion and the potential for shorter femoral sockets, the AMP technique should be easily reproducible for an accomplished ACL surgeon to reproduce the patient's anatomy.",2023,Schwartzberg R,Schwartzberg,,1,"Schwartzberg, 2023"
21,37106008,2023 Apr 27,2023 Apr 27,Sci Rep,"['Migliorini F', 'Torsiello E', 'Trivellas A', 'Eschweiler J', 'Hildebrand F', 'Maffulli N']",Maffulli N,Bone-patellar tendon-bone versus two- and four-strand hamstring tendon autografts for ACL reconstruction in young adults: a Bayesian network meta-analysis.,13,1,6883,['English'],101563288,,2045-2322,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Network Meta-Analysis']",PubMed - indexed for MEDLINE,epublish,"['37106008', 'PMC10140035', 'pmc-id: PMC10140035;', '10.1038/s41598-023-33899-1', '10.1038/s41598-023-33899-1']",10.1038/s41598-023-33899-1,"['2021/10/16 00:00', '2023/04/20 00:00', '2023/05/01 06:42', '2023/04/28 00:42', '2023/04/27 23:17', '2023/04/27 00:00']",[],1,149,Scientific reports,doi: 10.1038/s41598-023-33899-1,2023 Apr 27;13(1):6883,"Bone-patellar tendon-bone (BPTB), two- and four-strand hamstring tendon (4SHT and 2SHT, respectively) are the most common autografts used for anterior cruciate ligament (ACL) reconstruction. The present study compared BPTB, 2SHT, and 4SHT for ACL reconstruction in terms of joint laxity, patient reported outcome measures (PROMs), rate of failure and anterior knee pain (AKP). The time to return to sport and the peak torque between the autografts were also compared. Finally, prognostic factors leading to worse outcomes were also investigated. It was hypothesized that all grafts yield similar proprieties in terms of joint laxity, patient reported outcome measures (PROMs) and rate of failure, but that the BPTB autograft causes a greater rate of anterior knee pain (AKP). The literature search was conducted. All clinical trials comparing BTPB and/or 2SHT, and/or 4SHT were accessed. Grafts other than BTPB and/or 4SHT and/or 2SHT were not considered. Articles reporting outcomes of allografts or synthetic grafts were not eligible, nor were those concerning revision settings. Articles reporting ACL reconstruction in patients with multi-ligament damage were also not eligible. Data from 95,575 procedures were retrieved. The median length of follow-up was 36 months. The median age of the patients was 27.5 years. With regard to joint laxity, similarity was found in terms of Lachman and Pivot shift tests between all three autografts. The BPTB demonstrated the greatest stability in terms of instrumental laxity. BPTB demonstrated the greatest PROMs. BPTB demonstrated the greatest rate of AKP, while AKP in 2SHT and 4SHT was similar. Concerning failure, statistically significant inconsistency was found (P = 0.008). The 4SHT demonstrated the quickest return to sport, followed by BPTB, and 2SHT. There was evidence of a negative association between the time span between injury to surgery, Lysholm score (P = 0.04), and Tegner scale (P = 0.04). Furthermore, there was evidence of a weak positive association between the time span between injury to surgery and return to sport (P = 0.01). BPTB may result in lower joint laxity, greater PROMs, and greater peak flexion torque compared to 2SHT and 4SHT autografts. On the other hand, BPTB reported the lowest peak extension torque and the greatest rate of AKP. Finally, a longer time span between injury and surgery negatively influences outcome.",2023,"Migliorini F, Torsiello E, Trivellas A, Eschweiler J, Hildebrand F, Maffulli N",Migliorini,Torsiello,6,"Migliorini et al., 2023"
